Time	[X]	[Y]
0.0	2.944745168368734	2.6587249609170773
0.5	3.3128339196461822	0.8607389557804044
1.0	2.3290363486224854	1.2891043976753538
1.5	1.1277047792106067	1.8716874238641132
2.0	0.19495707428027143	2.4305374606257226
2.5	0.4844631442947691	2.976518792106202
3.0	0.5047927802836796	2.9279365298932505
3.5	-0.04508325574441019	2.7381978657128245
4.0	0.4023316406686853	3.5427469052596656
4.5	0.3519158916833227	3.6310479215942015
5.0	0.5478741835453598	4.006852080563656
5.5	0.5830131939144934	3.9952826444952416
6.0	-0.2112185871913495	3.8165629303067474
6.5	0.1291109775440097	4.250022702047118
7.0	0.37305878684861793	4.35249779563145
7.5	-0.2853093604713861	4.520335414297888
8.0	0.4182473820983136	4.469465045802813
8.5	-0.15616149068671303	4.518354671354544
9.0	-0.1552724105495013	5.477796040927538
9.5	0.3419810973209879	5.5169132712758415
10.0	-0.2097264421835543	4.948320941897108
10.5	-0.2047431629310471	5.369220013115414
11.0	0.41904479128609096	5.401308189066054
11.5	-0.04528888279422916	5.635907612187262
12.0	-0.1398308931936948	5.524536735315903
12.5	0.16306384695465992	6.507266206887084
13.0	0.5745539088958733	6.703896311277071
13.5	0.4756907588339223	6.631199277364048
14.0	0.2624561479152493	6.5796478988581315
14.5	-0.32074875952894166	6.6158864433511235
15.0	0.6779694915101739	6.902540769943314
15.5	0.0269946324931285	7.011141356980915
16.0	0.5795141998187003	7.696631208154862
16.5	0.11867781140072264	7.211654066596308
17.0	0.030406699850624053	7.509745326771368
17.5	-0.2538494081578422	7.393036659477335
18.0	-0.2782411215390067	7.7918171066717345
18.5	-0.037257697047699156	8.211541202348199
19.0	0.10629999115980204	8.354351114717671
19.5	0.09856282942216543	8.75207165370424
20.0	0.15858817500623468	8.32095207202652
20.5	0.0789053652539713	9.001315453145178
21.0	0.40041188147808704	8.846132442007205
21.5	0.18276015497937803	8.526239481914235
22.0	0.30565176170151864	9.016633775346701
22.5	0.9621302025583578	8.459420072175783
23.0	7.411793586472158	0.7250997401281807
23.5	4.370206600356194	0.7440631870536936
24.0	2.311278800649687	0.7280304640027915
24.5	1.7599756716784714	1.7612335721179049
25.0	0.6652352491041706	1.9593289980330795
25.5	0.43974806494486063	2.080442779443107
26.0	-0.11356702291513365	2.994939194581068
26.5	-0.2776654961184397	2.918647711774837
27.0	0.054286101194639835	2.7144959525892443
27.5	-0.03887267780368764	3.5713335660466443
28.0	0.467059395654184	3.5078894756764356
28.5	-0.15837797513626972	3.999185341213921
29.0	0.13174105434174144	3.5390757951230745
29.5	0.06617986076022198	3.7544695662434595
30.0	0.5938875862067103	3.9887677557916534
30.5	0.4233822135685127	4.773075325344504
31.0	0.45799316234606313	5.044817151280647
31.5	-0.1232456632383343	4.96448253805975
32.0	0.5577022075573748	5.379815870835236
32.5	-0.152311790320525	5.513231374542528
33.0	0.43290899551703466	5.583824059544056
33.5	0.6486875852370071	5.5186977674516875
34.0	0.16393152882989837	5.235763271199406
34.5	-0.20108790984871716	5.634209810622082
35.0	0.6132095649514429	5.917453337140692
35.5	0.26089465522328836	6.358991757292949
36.0	0.44848670137037283	5.943926592435464
36.5	0.6297840256078857	6.108449609759169
37.0	0.012630324465544684	6.237086721167053
37.5	0.0035234188622157436	6.993526445349781
38.0	-0.15781623787366084	6.473131093904422
38.5	0.33840143863149463	6.909751667749609
39.0	0.18890573144438527	6.715278315101119
39.5	0.08478456834522696	7.782760045109699
40.0	-0.2642186321009278	7.5871864738246515
40.5	0.10657022847097286	8.101521506728002
41.0	-0.1774747703985589	7.782696396759114
41.5	0.23372752266274222	7.866383789162615
42.0	0.4481208883964124	8.200260845222738
42.5	0.19096739593926504	8.072266759554225
43.0	0.1601353829812836	8.258520851977648
43.5	0.5660199573294256	8.563467060782237
44.0	-0.03860495231506772	8.319370364775608
44.5	0.6716749623108984	8.28130216951881
45.0	-0.02050521866822269	9.172666868476938
45.5	0.7170105935525606	8.649928129603794
46.0	1.843331510302367	6.8284115205667595
46.5	5.42387187637623	0.9195180432878804
47.0	3.01568723223783	0.8018211291792328
47.5	1.3888143610839965	1.676902929535129
48.0	0.4165779750193821	2.369889186411588
48.5	0.13763513642534897	2.0039062407205974
49.0	-0.2158368899760531	2.9966554401242864
49.5	0.03135800237716446	2.860939536166378
50.0	-0.23496297421687445	2.997393409257289
50.5	-0.3358155462610315	3.4187773924560614
51.0	-0.10470009061646884	3.1982163607924137
51.5	0.06878537485753422	3.8058111052088135
52.0	0.4453510033028387	3.437983871776942
52.5	-0.11575395104387198	3.956641505948756
53.0	0.5298579956840193	3.6694351054701144
53.5	-0.2955461214899405	4.031978805636075
54.0	-0.14913893488560237	4.490877241398306
54.5	0.3431630462831675	4.370315952055776
55.0	-0.11027693091833274	4.406815276682203
55.5	0.6186318331704286	5.117007063636438
